;;;WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche)
;;;WZ08-B-08 Produzierendes Gewerbe und Dienstleistungsbereich;WZ08-B-09 Produzierendes Gewerbe und wirtschaftl. Dienstl.;WZ08-B-05 Produzierendes Gewerbe;WZ08-B Bergbau und Gewinnung von Steinen und Erden;WZ08-C Verarbeitendes Gewerbe;WZ08-D Energieversorgung;WZ08-E Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;WZ08-F Baugewerbe;WZ08-G-02 Dienstleistungsbereich;WZ08-G-03 Wirtschaftliche Dienstleistungen;WZ08-G Handel, Instandhaltung und Reparatur von Kfz;WZ08-H Verkehr und Lagerei;WZ08-I Gastgewerbe;WZ08-J Information und Kommunikation;WZ08-K Erbringung von Finanz- und Versicherungsleistungen;WZ08-L Grundstücks- und Wohnungswesen;WZ08-M Freiberufliche, wiss. u. techn. Dienstleistungen;WZ08-N Sonstige wirtschaftliche Dienstleistungen;WZ08-O-01 Öffentliche und persönliche Dienstleistungen;WZ08-O Öff. Verwaltung, Verteidigung, Sozialversicherung;WZ08-P Erziehung und Unterricht;WZ08-Q Gesundheits- und Sozialwesen;WZ08-R Kunst, Unterhaltung und Erholung;WZ08-S Erbringung von sonstigen Dienstleistungen
BV4.1 kalenderbereinigt;2013;1. Quartal;85,683;85,902;85,371;95,556;84,663;79,903;84,013;89,898;85,834;86,350;87,225;85,848;85,768;89,212;88,694;84,248;82,425;86,307;85,145;83,142;88,038;87,052;86,471;77,223
BV4.1 kalenderbereinigt;2013;2. Quartal;100,122;101,769;102,495;111,607;103,814;98,756;92,791;97,744;98,982;101,161;102,205;101,166;93,991;102,507;108,892;101,199;97,265;97,688;96,078;95,182;97,893;96,561;101,069;90,936
BV4.1 kalenderbereinigt;2013;3. Quartal;86,509;85,795;86,374;90,985;86,200;77,608;83,903;89,514;86,574;85,309;86,997;86,990;84,168;83,378;81,982;86,342;83,434;88,056;88,261;88,134;90,978;88,626;88,249;80,693
BV4.1 kalenderbereinigt;2013;4. Quartal;98,695;97,097;97,728;111,262;97,530;99,969;102,216;96,914;99,160;96,568;98,033;98,947;93,453;94,739;98,366;97,534;95,070;93,475;102,616;103,179;103,661;102,781;101,835;98,192
BV4.1 kalenderbereinigt;2014;1. Quartal;87,283;87,461;86,706;92,734;86,299;80,232;86,455;90,127;87,559;88,088;87,520;84,967;88,634;94,032;89,907;84,557;86,553;87,973;86,844;85,573;89,186;87,360;87,638;82,926
BV4.1 kalenderbereinigt;2014;2. Quartal;102,422;104,330;105,177;110,768;106,989;98,454;97,133;98,523;101,109;103,626;101,711;101,055;100,055;105,553;113,568;101,198;104,151;99,626;97,724;96,886;98,702;97,564;99,827;97,912
BV4.1 kalenderbereinigt;2014;3. Quartal;89,429;88,674;88,445;90,761;88,191;82,929;88,114;91,081;89,897;88,864;88,746;87,888;91,528;89,886;85,454;90,740;90,119;89,174;91,283;91,902;92,894;90,662;91,447;87,772
BV4.1 kalenderbereinigt;2014;4. Quartal;101,410;99,742;99,943;110,273;99,716;103,370;105,735;98,917;102,108;99,575;99,428;99,612;98,116;99,191;100,848;99,764;102,468;94,539;105,509;106,898;106,479;104,101;102,255;105,388
BV4.1 kalenderbereinigt;2015;1. Quartal;90,035;90,199;89,208;101,449;88,409;88,523;88,296;92,982;90,429;91,027;90,120;87,890;91,937;95,240;90,322;90,392;92,265;90,848;89,634;89,396;90,314;89,300;93,253;88,784
BV4.1 kalenderbereinigt;2015;2. Quartal;105,341;107,452;108,544;117,069;110,177;106,707;99,936;101,524;103,815;106,539;104,368;103,967;103,203;110,528;113,830;99,917;108,168;103,310;100,193;100,113;100,192;99,394;107,977;100,836
BV4.1 kalenderbereinigt;2015;3. Quartal;91,788;91,264;90,782;97,910;90,254;89,864;89,994;93,484;92,267;91,665;90,544;90,923;93,418;94,060;85,821;92,300;94,853;93,135;93,065;93,173;94,248;92,433;95,545;91,433
BV4.1 kalenderbereinigt;2015;4. Quartal;103,883;102,287;102,450;115,711;102,083;109,362;106,079;101,448;104,565;102,150;101,037;102,468;100,329;103,003;102,031;101,331;105,436;99,365;107,774;108,925;107,807;106,191;110,002;109,568
BV4.1 kalenderbereinigt;2016;1. Quartal;92,981;93,232;91,748;94,643;91,138;90,425;92,185;95,001;93,558;94,444;94,241;93,410;95,155;96,204;93,399;93,539;94,360;95,483;92,368;91,743;91,961;92,249;96,132;94,434
BV4.1 kalenderbereinigt;2016;2. Quartal;106,469;108,326;109,439;107,403;110,965;107,794;101,441;103,251;105,079;107,417;106,649;107,515;105,167;107,802;112,800;105,077;106,855;105,872;101,939;100,967;101,803;102,205;103,860;103,521
BV4.1 kalenderbereinigt;2016;3. Quartal;94,231;93,831;93,146;90,908;92,562;91,167;93,936;96,619;94,739;94,391;95,060;95,051;97,084;94,116;88,510;96,021;94,517;96,606;95,205;95,256;96,067;94,479;97,146;95,133
BV4.1 kalenderbereinigt;2016;4. Quartal;106,319;104,610;105,667;107,046;105,335;110,614;112,438;105,129;106,624;103,747;104,050;104,025;102,594;101,878;105,291;105,362;104,268;102,039;110,487;112,034;110,169;111,067;102,861;106,912
BV4.1 kalenderbereinigt;2017;1. Quartal;95,332;95,689;93,956;95,534;93,058;90,335;94,132;99,362;95,967;97,083;96,479;93,020;99,076;98,231;94,371;94,808;99,493;99,993;94,463;94,671;90,805;95,817;97,593;95,720
BV4.1 kalenderbereinigt;2017;2. Quartal;110,246;112,506;113,409;108,362;114,707;109,627;106,941;108,793;108,785;111,779;109,826;107,979;108,447;111,339;117,899;110,311;114,347;112,357;104,754;105,187;102,243;105,300;109,199;105,524
BV4.1 kalenderbereinigt;2017;3. Quartal;96,360;96,257;95,390;93,891;94,504;90,872;96,515;100,929;96,808;96,956;96,751;94,817;100,182;96,676;88,995;96,739;99,784;101,788;96,609;97,137;95,201;97,179;97,265;95,705
BV4.1 kalenderbereinigt;2017;4. Quartal;109,464;108,317;109,765;110,988;108,968;111,352;117,812;112,249;109,325;107,152;107,198;105,771;107,730;104,068;106,373;108,575;109,236;108,061;112,252;112,527;108,960;114,588;108,708;110,622
BV4.1 kalenderbereinigt;2018;1. Quartal;98,337;98,767;96,922;96,794;95,818;92,549;96,762;103,663;98,979;100,233;99,047;94,505;103,881;101,362;97,005;99,047;102,618;105,705;97,295;97,431;95,937;98,087;98,637;96,283
BV4.1 kalenderbereinigt;2018;2. Quartal;113,182;115,928;117,207;107,562;118,518;111,965;107,383;113,613;111,350;114,914;112,919;110,455;114,577;114,340;119,217;113,138;117,278;117,714;106,570;105,989;105,377;107,525;110,309;105,773
BV4.1 kalenderbereinigt;2018;3. Quartal;99,922;99,681;98,668;95,451;97,573;93,460;101,488;105,244;100,491;100,485;99,663;97,389;105,256;98,935;91,715;102,154;102,847;108,989;100,494;101,439;99,505;101,484;100,117;95,876
BV4.1 kalenderbereinigt;2018;4. Quartal;112,533;111,063;111,928;113,739;110,850;113,108;119,612;115,956;112,806;110,377;109,623;107,057;112,517;106,232;108,256;116,957;112,608;115,256;116,057;117,075;113,304;118,058;111,938;112,484
BV4.1 kalenderbereinigt;2019;1. Quartal;100,465;101,075;98,876;98,364;97,934;94,193;98,806;104,872;101,190;102,832;101,763;95,728;106,487;105,956;100,805;96,962;103,611;110,485;98,990;98,458;97,101;100,961;100,494;96,069
BV4.1 kalenderbereinigt;2019;2. Quartal;117,649;120,081;120,416;112,824;121,223;118,701;112,798;118,177;116,383;119,812;117,317;112,150;116,960;119,614;126,622;114,022;122,719;125,900;111,792;112,017;111,081;112,441;117,905;107,749
BV4.1 kalenderbereinigt;2019;3. Quartal;102,937;102,862;102,382;95,221;101,714;95,390;102,219;107,781;103,190;103,246;101,946;98,567;108,543;103,976;95,470;102,077;104,749;113,405;103,108;103,798;103,163;103,998;103,881;96,636
BV4.1 kalenderbereinigt;2019;4. Quartal;116,103;114,576;114,874;113,328;113,376;117,406;123,772;120,661;116,664;114,337;112,964;110,152;116,440;110,559;114,097;114,590;116,271;122,018;119,769;120,191;118,319;121,879;118,153;113,351
BV4.1 kalenderbereinigt;2020;1. Quartal;104,994;104,429;101,196;109,541;99,912;100,007;102,101;107,671;106,720;107,013;107,170;100,573;109,043;108,648;105,928;103,521;107,360;112,181;106,317;105,908;103,224;107,608;113,737;107,046
BV4.1 kalenderbereinigt;2020;2. Quartal;120,994;122,191;120,571;119,243;121,130;122,323;113,582;118,494;121,185;123,486;124,913;116,566;121,456;121,042;129,614;118,592;124,182;125,047;118,129;115,549;112,477;120,026;137,415;125,132
BV4.1 kalenderbereinigt;2020;3. Quartal;107,829;106,873;105,372;108,876;104,395;100,410;106,154;111,357;108,945;108,071;108,656;102,254;112,732;106,751;99,904;109,099;110,582;114,833;110,078;108,736;106,489;111,738;124,303;110,784
BV4.1 kalenderbereinigt;2020;4. Quartal;118,791;115,952;114,643;124,721;113,168;119,328;122,937;119,496;120,676;116,998;118,249;113,767;121,246;111,692;115,511;118,476;118,320;119,560;125,507;122,962;120,517;126,350;148,825;134,060
BV4.1 kalenderbereinigt;2021;1. Quartal;104,927;103,826;100,672;113,520;98,971;95,740;102,861;109,347;106,843;106,323;107,521;98,844;111,684;106,864;105,166;105,792;105,525;111,213;107,510;104,514;102,602;109,542;130,858;112,033
BV4.1 kalenderbereinigt;2021;2. Quartal;120,728;121,632;119,371;123,626;119,019;119,955;116,808;121,583;121,358;123,436;124,801;116,165;123,007;122,914;127,864;120,546;122,513;126,319;118,603;115,793;113,293;120,159;144,786;124,727
BV4.1 kalenderbereinigt;2021;3. Quartal;110,204;109,174;107,374;112,492;105,521;100,167;110,265;117,441;111,488;110,613;111,476;106,090;115,942;108,873;103,290;110,993;111,467;118,508;112,622;111,470;108,912;114,481;122,655;113,505
BV4.1 kalenderbereinigt;2021;4. Quartal;123,598;120,617;119,034;132,659;116,889;121,805;129,728;126,695;125,655;121,890;122,616;118,653;126,216;115,797;121,163;123,254;123,367;126,035;130,594;129,255;125,353;131,957;141,766;137,997
BV4.1 kalenderbereinigt;2022;1. Quartal;109,798;109,158;106,096;129,180;103,771;99,588;109,264;117,626;111,467;111,579;111,691;103,431;117,348;111,086;113,287;108,076;111,449;118,044;111,300;109,626;105,665;113,913;121,196;115,300
BV4.1 kalenderbereinigt;2022;2. Quartal;128,934;131,655;128,252;151,770;127,353;132,297;126,846;131,438;129,274;134,350;132,739;121,315;135,502;130,545;141,258;130,544;140,449;138,994;122,549;117,466;113,792;127,969;142,591;128,861
BV4.1 kalenderbereinigt;2022;3. Quartal;113,187;112,783;108,898;128,088;106,053;104,534;115,095;121,995;115,117;115,845;114,877;108,767;131,077;112,004;106,286;118,770;119,015;127,416;114,135;108,950;105,425;120,574;128,099;117,943
BV4.1 kalenderbereinigt;2022;4. Quartal;131,858;129,994;125,483;156,142;121,808;129,484;140,134;138,907;134,715;133,549;132,725;124,951;149,026;121,805;128,357;128,963;142,608;142,466;136,231;129,368;127,714;142,656;152,579;144,325
BV4.1 kalender- und saisonbereinigt;1996;1. Quartal;67,598;66,662;65,929;/;64,578;57,311;65,421;73,821;68,515;67,419;68,651;79,823;71,034;57,989;58,766;74,665;64,528;68,028;69,928;62,056;78,633;71,639;78,261;65,325
BV4.1 kalender- und saisonbereinigt;1996;2. Quartal;66,992;66,059;65,147;/;63,763;56,808;64,043;73,046;68,025;67,029;68,193;78,930;71,021;58,468;58,053;74,662;64,645;67,958;69,317;61,004;78,283;71,220;78,276;65,077
BV4.1 kalender- und saisonbereinigt;1996;3. Quartal;67,925;66,998;66,138;/;64,928;57,705;65,928;73,260;68,918;67,903;68,922;79,625;71,318;60,161;59,616;74,481;65,444;68,832;70,234;61,543;79,529;72,193;79,450;66,410
BV4.1 kalender- und saisonbereinigt;1996;4. Quartal;68,262;67,378;66,429;/;65,071;57,953;66,567;74,280;69,284;68,391;69,337;80,757;71,652;61,155;59,611;73,791;65,995;69,619;70,456;61,733;80,252;71,929;79,938;66,901
BV4.1 kalender- und saisonbereinigt;1997;1. Quartal;68,516;67,492;66,560;/;65,261;58,391;67,080;73,873;69,616;68,483;69,546;80,352;71,806;62,261;59,403;72,896;66,499;69,855;71,074;62,059;81,230;72,747;80,044;67,414
BV4.1 kalender- und saisonbereinigt;1997;2. Quartal;68,981;67,947;66,882;/;65,880;58,622;68,961;72,879;70,173;69,096;70,268;80,976;72,115;63,265;60,102;72,320;66,921;70,427;71,566;62,822;81,784;72,953;79,831;67,802
BV4.1 kalender- und saisonbereinigt;1997;3. Quartal;68,808;67,811;66,797;/;65,710;58,989;68,934;73,080;69,943;68,900;70,059;80,844;72,164;63,439;59,768;71,921;66,798;69,893;71,296;62,607;81,753;72,309;80,177;67,603
BV4.1 kalender- und saisonbereinigt;1997;4. Quartal;69,037;67,851;66,828;/;65,760;59,532;69,705;72,853;70,300;68,950;70,010;80,739;71,892;64,018;60,142;71,990;66,937;69,678;72,021;63,371;82,690;72,967;80,569;67,918
BV4.1 kalender- und saisonbereinigt;1998;1. Quartal;69,504;68,373;67,284;/;66,378;60,351;71,454;72,569;70,772;69,548;70,464;81,577;71,900;64,707;61,264;73,897;67,093;69,780;72,342;63,657;83,075;73,075;81,684;68,530
BV4.1 kalender- und saisonbereinigt;1998;2. Quartal;69,672;68,475;67,553;/;66,485;61,014;71,847;73,425;70,874;69,455;70,483;81,588;71,700;65,177;60,579;73,786;67,177;69,573;72,678;63,895;83,680;73,325;82,173;68,772
BV4.1 kalender- und saisonbereinigt;1998;3. Quartal;70,310;69,111;68,249;/;67,405;61,184;73,091;73,253;71,474;70,019;70,975;82,095;71,986;65,984;61,392;73,880;67,950;69,972;73,322;64,536;84,100;74,187;82,085;69,618
BV4.1 kalender- und saisonbereinigt;1998;4. Quartal;70,825;69,787;69,162;/;68,529;62,067;73,839;73,250;71,735;70,417;71,605;82,292;72,258;66,985;61,788;74,130;67,904;69,950;73,419;64,587;84,424;74,028;82,637;69,943
BV4.1 kalender- und saisonbereinigt;1999;1. Quartal;70,819;69,605;68,750;/;68,080;60,970;73,622;73,178;71,988;70,507;71,693;83,142;72,491;67,547;61,206;72,421;68,353;69,671;73,870;65,187;84,878;74,467;82,322;70,161
BV4.1 kalender- und saisonbereinigt;1999;2. Quartal;71,761;70,433;69,533;/;69,029;62,111;74,546;73,223;73,027;71,386;72,469;83,969;73,098;68,433;62,737;73,813;68,972;70,140;75,107;66,234;86,014;75,835;84,070;71,687
BV4.1 kalender- und saisonbereinigt;1999;3. Quartal;72,001;70,764;69,855;/;69,396;63,361;74,408;73,308;73,215;71,726;73,174;83,664;73,455;69,685;62,776;74,679;68,792;70,510;75,110;66,327;86,529;75,598;82,875;71,403
BV4.1 kalender- und saisonbereinigt;1999;4. Quartal;72,445;71,237;70,407;/;69,979;64,308;75,143;73,726;73,591;72,108;73,629;83,488;73,890;70,073;63,438;74,855;69,341;70,856;75,478;66,536;86,401;76,527;83,088;71,928
BV4.1 kalender- und saisonbereinigt;2000;1. Quartal;73,221;72,196;71,888;/;71,431;68,240;75,837;74,812;73,947;72,508;73,867;82,215;74,050;71,832;64,749;75,413;69,984;71,832;75,779;67,069;86,838;76,344;83,662;72,378
BV4.1 kalender- und saisonbereinigt;2000;2. Quartal;73,277;72,296;72,017;/;71,614;68,156;75,946;74,804;73,960;72,576;73,908;81,765;74,074;72,781;64,977;74,830;70,241;71,897;75,722;67,337;86,810;76,052;83,041;72,011
BV4.1 kalender- und saisonbereinigt;2000;3. Quartal;74,007;72,768;72,563;/;72,040;70,328;77,264;75,296;74,799;72,970;74,260;81,984;74,245;73,251;65,485;74,722;70,927;72,458;77,117;68,716;87,866;77,491;86,156;73,152
BV4.1 kalender- und saisonbereinigt;2000;4. Quartal;74,382;73,278;73,089;/;72,578;71,352;77,326;75,723;75,084;73,462;75,001;82,127;74,802;73,941;66,282;74,707;70,947;72,593;77,144;68,856;88,257;77,235;85,676;72,995
BV4.1 kalender- und saisonbereinigt;2001;1. Quartal;74,896;73,885;73,836;/;73,391;71,936;78,226;76,116;75,463;73,928;76,298;82,517;75,123;73,301;66,751;75,510;70,471;71,925;77,411;68,697;88,737;77,886;86,156;73,003
BV4.1 kalender- und saisonbereinigt;2001;2. Quartal;75,316;74,379;74,297;/;73,668;74,941;78,554;76,770;75,859;74,456;77,176;82,476;75,625;73,701;67,764;75,509;70,641;71,888;77,637;68,692;89,116;78,158;87,098;73,174
BV4.1 kalender- und saisonbereinigt;2001;3. Quartal;75,470;74,547;74,328;/;73,801;73,685;78,460;76,760;76,085;74,764;77,532;83,068;76,096;74,068;67,979;75,595;70,839;71,732;77,756;68,915;89,196;78,236;87,010;73,226
BV4.1 kalender- und saisonbereinigt;2001;4. Quartal;76,194;75,196;75,040;/;74,515;74,390;78,951;77,466;76,814;75,349;78,181;83,671;76,619;74,724;68,580;76,409;71,192;72,259;78,671;69,898;89,931;79,219;88,314;73,843
BV4.1 kalender- und saisonbereinigt;2002;1. Quartal;76,436;75,353;75,019;/;74,582;72,366;77,995;77,831;77,203;75,680;78,247;84,470;77,341;75,678;69,016;75,510;71,246;72,874;79,137;71,282;90,035;79,133;88,622;73,601
BV4.1 kalender- und saisonbereinigt;2002;2. Quartal;76,952;75,921;75,700;/;75,443;71,072;79,057;78,144;77,626;76,136;78,785;85,217;77,779;75,972;69,315;76,770;71,372;73,188;79,516;71,958;90,056;79,445;89,162;73,866
BV4.1 kalender- und saisonbereinigt;2002;3. Quartal;77,575;76,890;76,567;/;76,230;73,171;79,173;79,230;78,113;77,207;80,322;85,809;78,567;76,856;70,897;77,516;71,781;73,748;79,230;71,492;89,046;79,596;89,735;74,204
BV4.1 kalender- und saisonbereinigt;2002;4. Quartal;78,090;77,267;76,789;/;76,462;73,906;79,540;79,433;78,793;77,737;80,939;86,285;79,249;77,440;71,548;77,726;72,100;74,119;80,107;72,730;90,357;79,793;90,808;74,698
BV4.1 kalender- und saisonbereinigt;2003;1. Quartal;78,656;78,001;77,460;/;76,987;76,862;81,118;80,177;79,300;78,527;82,052;86,873;79,320;77,631;72,390;81,586;72,448;74,325;80,249;72,579;89,933;80,491;90,428;75,938
BV4.1 kalender- und saisonbereinigt;2003;2. Quartal;79,023;78,515;77,863;/;77,350;77,438;80,509;80,979;79,648;79,147;82,973;87,996;80,340;78,195;72,902;80,689;72,629;74,111;80,240;72,546;89,588;80,473;91,295;76,452
BV4.1 kalender- und saisonbereinigt;2003;3. Quartal;79,521;78,856;78,455;/;78,110;78,820;81,462;80,496;80,095;79,247;82,744;87,834;79,851;78,304;73,599;81,275;73,455;73,819;81,139;74,448;91,220;80,275;90,348;76,375
BV4.1 kalender- und saisonbereinigt;2003;4. Quartal;79,547;79,044;78,459;/;77,962;79,172;81,656;81,172;80,132;79,613;83,222;89,282;80,020;78,352;73,586;81,008;73,530;73,813;80,748;73,795;89,417;80,618;91,451;77,372
BV4.1 kalender- und saisonbereinigt;2004;1. Quartal;80,002;79,616;79,258;/;78,957;80,039;81,842;81,026;80,406;79,970;83,711;88,353;80,225;79,164;74,545;79,388;74,342;74,318;80,918;74,424;89,713;80,670;90,914;76,259
BV4.1 kalender- und saisonbereinigt;2004;2. Quartal;80,021;79,538;79,254;/;79,005;80,980;82,128;80,473;80,437;79,822;83,330;87,317;78,997;79,509;74,871;80,254;74,768;74,550;81,179;75,356;89,825;80,824;89,305;75,766
BV4.1 kalender- und saisonbereinigt;2004;3. Quartal;79,910;79,474;79,021;/;78,706;79,260;82,272;80,938;80,391;79,918;83,737;87,379;79,402;79,688;74,714;79,724;74,643;74,130;80,950;75,266;88,610;81,016;89,589;75,881
BV4.1 kalender- und saisonbereinigt;2004;4. Quartal;80,355;80,073;79,846;/;79,762;80,190;83,206;80,434;80,635;80,304;84,033;86,419;79,166;80,754;75,671;79,993;75,972;74,103;81,013;76,213;88,892;80,614;87,002;75,102
BV4.1 kalender- und saisonbereinigt;2005;1. Quartal;79,881;79,549;78,921;/;78,624;79,829;82,576;80,280;80,398;80,152;83,500;87,085;79,216;81,066;75,102;79,147;76,824;72,671;80,666;76,069;88,139;80,363;85,649;75,546
BV4.1 kalender- und saisonbereinigt;2005;2. Quartal;80,276;80,135;79,666;/;79,286;79,426;84,505;81,598;80,611;80,592;83,742;87,593;79,802;81,590;75,733;79,735;77,531;72,727;80,589;76,510;87,586;80,357;83,738;75,678
BV4.1 kalender- und saisonbereinigt;2005;3. Quartal;80,179;80,204;79,867;/;79,493;80,144;84,050;81,644;80,359;80,538;83,759;87,037;79,575;81,953;75,767;79,214;77,605;72,670;80,084;76,761;86,737;79,689;81,379;74,973
BV4.1 kalender- und saisonbereinigt;2005;4. Quartal;80,134;80,235;80,081;/;79,949;80,221;82,654;80,614;80,178;80,401;83,341;86,598;79,453;81,988;76,144;78,933;77,903;72,347;79,848;77,105;86,123;79,372;80,062;74,537
BV4.1 kalender- und saisonbereinigt;2006;1. Quartal;80,918;81,209;81,777;/;81,852;81,056;83,944;81,684;80,504;80,722;83,767;87,352;79,813;81,615;76,782;77,768;77,495;73,558;80,180;77,661;86,165;79,568;81,213;74,912
BV4.1 kalender- und saisonbereinigt;2006;2. Quartal;80,606;80,833;81,211;/;81,422;82,013;82,354;79,923;80,320;80,519;83,816;86,547;79,559;81,702;76,025;76,931;77,770;73,389;80,023;77,519;85,758;79,551;81,234;74,766
BV4.1 kalender- und saisonbereinigt;2006;3. Quartal;80,944;81,295;81,819;/;82,196;83,201;82,679;79,472;80,520;80,847;83,504;87,097;79,872;81,675;77,985;77,070;78,206;73,433;80,059;77,531;85,400;79,748;81,979;74,983
BV4.1 kalender- und saisonbereinigt;2006;4. Quartal;80,974;81,193;81,595;/;81,759;83,144;84,175;80,347;80,680;80,857;83,599;86,876;79,828;81,628;77,868;77,079;78,421;73,448;80,409;77,995;85,257;80,167;83,230;75,493
BV4.1 kalender- und saisonbereinigt;2007;1. Quartal;80,779;81,119;81,225;/;81,408;82,307;82,179;80,018;80,573;81,050;83,699;85,820;79,476;82,820;79,241;77,551;78,831;72,819;79,921;78,021;84,686;79,332;81,911;75,110
BV4.1 kalender- und saisonbereinigt;2007;2. Quartal;81,332;81,855;82,233;/;82,424;82,574;82,332;81,318;80,896;81,540;83,776;86,456;80,393;83,445;80,819;77,644;78,994;73,118;80,032;78,404;84,003;79,816;81,945;75,121
BV4.1 kalender- und saisonbereinigt;2007;3. Quartal;81,570;82,015;82,311;/;82,387;80,841;82,578;82,437;81,216;81,774;83,920;86,114;80,097;84,082;80,731;78,178;80,217;73,357;80,460;78,917;84,172;80,225;83,277;75,473
BV4.1 kalender- und saisonbereinigt;2007;4. Quartal;81,919;82,247;82,166;/;82,103;81,017;82,075;82,876;81,814;82,348;84,162;86,389;80,795;84,992;82,281;78,386;80,782;73,749;81,090;80,534;84,100;80,515;84,129;75,490
BV4.1 kalender- und saisonbereinigt;2008;1. Quartal;82,617;83,055;83,245;83,305;83,296;80,950;83,274;83,503;82,319;82,910;84,264;87,112;80,981;84,552;83,575;79,965;82,202;74,660;81,521;80,907;84,433;80,764;86,888;75,682
BV4.1 kalender- und saisonbereinigt;2008;2. Quartal;82,894;83,422;83,640;82,673;83,651;81,095;83,922;84,239;82,537;83,251;84,615;87,295;80,409;84,481;84,377;80,616;82,990;74,887;81,580;81,016;84,271;80,641;88,061;76,178
BV4.1 kalender- und saisonbereinigt;2008;3. Quartal;83,740;84,273;84,714;84,677;84,617;82,939;84,504;85,705;83,267;83,902;85,634;88,703;81,485;84,910;83,593;81,446;82,890;76,245;82,411;81,868;85,197;81,549;88,082;76,879
BV4.1 kalender- und saisonbereinigt;2008;4. Quartal;85,018;85,797;87,093;86,132;87,334;83,406;85,717;86,865;83,987;84,654;86,184;89,677;81,906;85,310;83,762;82,733;84,773;77,132;83,090;82,351;86,299;82,282;87,974;77,377
BV4.1 kalender- und saisonbereinigt;2009;1. Quartal;85,386;85,636;86,362;86,430;86,198;85,204;86,522;87,547;84,911;85,010;86,657;90,438;82,055;85,745;83,463;81,780;84,479;78,446;84,745;84,316;87,519;84,233;88,424;78,758
BV4.1 kalender- und saisonbereinigt;2009;2. Quartal;85,876;85,962;86,696;88,697;86,536;83,979;86,223;88,192;85,479;85,329;86,874;91,057;82,224;86,243;82,701;82,703;85,102;79,459;85,633;85,476;89,562;84,342;88,480;78,717
BV4.1 kalender- und saisonbereinigt;2009;3. Quartal;86,123;86,252;86,809;87,779;86,695;84,068;86,269;88,128;85,794;85,776;86,915;91,089;82,199;86,778;84,769;82,446;85,815;79,614;85,777;85,499;89,692;84,559;88,680;79,049
BV4.1 kalender- und saisonbereinigt;2009;4. Quartal;85,897;85,926;86,002;88,695;85,599;84,543;85,586;88,522;85,860;85,881;87,203;91,361;82,032;86,713;85,406;82,778;84,659;80,148;85,794;84,990;90,160;84,707;88,592;79,284
BV4.1 kalender- und saisonbereinigt;2010;1. Quartal;86,441;86,674;86,697;88,789;86,452;83,705;85,441;88,833;86,317;86,654;87,567;93,374;82,999;87,537;86,051;84,865;85,890;79,883;85,854;85,123;90,509;84,574;87,792;79,394
BV4.1 kalender- und saisonbereinigt;2010;2. Quartal;86,429;86,662;86,378;88,148;85,974;85,446;86,281;88,704;86,449;86,904;87,719;93,536;83,448;87,358;87,435;83,891;86,038;79,817;85,840;84,746;89,872;85,201;88,389;79,796
BV4.1 kalender- und saisonbereinigt;2010;3. Quartal;86,928;87,230;86,914;89,251;86,586;85,295;86,342;89,030;86,931;87,499;88,470;93,792;84,253;87,863;87,914;85,127;86,540;80,509;86,178;84,923;90,233;85,811;87,878;80,124
BV4.1 kalender- und saisonbereinigt;2010;4. Quartal;87,562;87,994;87,832;89,054;87,652;85,284;86,669;89,560;87,431;88,131;89,154;93,428;84,786;88,540;88,712;85,665;87,881;81,025;86,513;85,180;90,324;86,365;88,137;80,665
BV4.1 kalender- und saisonbereinigt;2011;1. Quartal;88,484;88,737;89,004;92,013;89,009;86,788;88,175;89,523;88,236;88,515;89,785;90,679;85,846;88,867;89,386;87,444;89,209;81,849;87,849;87,046;90,877;87,602;89,102;82,779
BV4.1 kalender- und saisonbereinigt;2011;2. Quartal;88,957;89,220;89,619;92,231;89,561;86,958;87,022;90,834;88,643;88,885;90,027;90,165;86,369;88,786;91,022;87,924;89,195;82,988;88,300;87,402;92,020;88,166;87,189;82,403
BV4.1 kalender- und saisonbereinigt;2011;3. Quartal;89,584;89,914;90,060;93,147;89,890;87,940;87,865;91,633;89,357;89,792;91,086;90,335;87,593;90,750;90,552;88,587;90,409;84,314;88,771;87,450;92,309;88,991;87,976;83,431
BV4.1 kalender- und saisonbereinigt;2011;4. Quartal;89,672;90,220;90,331;93,790;90,205;87,107;87,703;92,001;89,358;90,127;91,839;90,718;87,788;90,318;90,880;88,096;90,331;85,011;88,350;86,721;91,617;89,210;86,115;83,258
