;;;WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche);WZ2008 (Wirtschaftsbereiche)
;;;WZ08-B-08 Produzierendes Gewerbe und Dienstleistungsbereich;WZ08-B-09 Produzierendes Gewerbe und wirtschaftl. Dienstl.;WZ08-B-05 Produzierendes Gewerbe;WZ08-B Bergbau und Gewinnung von Steinen und Erden;WZ08-C Verarbeitendes Gewerbe;WZ08-D Energieversorgung;WZ08-E Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.;WZ08-F Baugewerbe;WZ08-G-02 Dienstleistungsbereich;WZ08-G-03 Wirtschaftliche Dienstleistungen;WZ08-G Handel, Instandhaltung und Reparatur von Kfz;WZ08-H Verkehr und Lagerei;WZ08-I Gastgewerbe;WZ08-J Information und Kommunikation;WZ08-K Erbringung von Finanz- und Versicherungsleistungen;WZ08-L Grundstücks- und Wohnungswesen;WZ08-M Freiberufliche, wiss. u. techn. Dienstleistungen;WZ08-N Sonstige wirtschaftliche Dienstleistungen;WZ08-O-01 Öffentliche und persönliche Dienstleistungen;WZ08-O Öff. Verwaltung, Verteidigung, Sozialversicherung;WZ08-P Erziehung und Unterricht;WZ08-Q Gesundheits- und Sozialwesen;WZ08-R Kunst, Unterhaltung und Erholung;WZ08-S Erbringung von sonstigen Dienstleistungen
X13 JDemetra+  kalender- und saisonbereinigt;2009;4. Quartal;85,793;86,163;86,552;88,603;86,227;84,765;85,004;88,862;85,424;85,833;87,017;91,473;82,043;86,300;85,756;82,835;84,323;80,422;84,861;82,691;89,565;84,555;88,591;78,991
X13 JDemetra+  kalender- und saisonbereinigt;2010;1. Quartal;86,611;86,672;86,734;89,523;86,477;83,366;86,175;88,899;86,550;86,618;87,519;92,602;83,447;87,780;85,492;85,719;86,127;80,250;86,430;86,451;90,871;84,730;87,820;79,742
X13 JDemetra+  kalender- und saisonbereinigt;2010;2. Quartal;86,466;86,504;86,116;88,722;85,649;86,242;85,900;88,450;86,629;86,834;87,653;93,191;83,635;87,532;87,170;83,250;86,256;79,497;86,336;85,823;90,587;85,240;88,069;79,729
X13 JDemetra+  kalender- und saisonbereinigt;2010;3. Quartal;87,053;87,264;86,713;88,891;86,389;85,110;86,414;88,782;87,212;87,733;88,481;94,095;84,216;88,022;88,234;85,390;87,473;80,372;86,521;85,637;90,346;86,065;87,974;80,271
X13 JDemetra+  kalender- und saisonbereinigt;2010;4. Quartal;87,269;87,966;87,877;88,567;87,695;84,532;85,672;89,981;86,978;88,041;88,852;94,569;84,651;88,117;88,487;85,540;87,363;81,147;85,607;83,213;89,556;86,085;88,235;80,385
X13 JDemetra+  kalender- und saisonbereinigt;2011;1. Quartal;88,415;88,529;88,958;92,577;88,964;86,565;88,083;89,480;88,157;88,169;89,446;89,348;85,998;89,042;88,635;86,901;89,081;81,948;88,109;87,766;91,225;87,603;89,053;82,325
X13 JDemetra+  kalender- und saisonbereinigt;2011;2. Quartal;89,248;89,446;89,747;92,780;89,642;88,195;86,785;90,930;89,010;89,194;90,476;89,984;86,906;89,861;90,770;87,663;89,781;82,838;88,744;88,200;92,520;88,337;86,819;82,839
X13 JDemetra+  kalender- und saisonbereinigt;2011;3. Quartal;89,522;89,691;89,651;92,863;89,469;87,062;87,713;91,365;89,459;89,726;90,869;90,164;86,871;89,840;90,849;89,193;91,230;84,064;89,088;88,230;92,438;89,047;88,157;83,686
X13 JDemetra+  kalender- und saisonbereinigt;2011;4. Quartal;89,534;90,178;90,145;93,058;89,924;86,597;88,132;92,348;89,243;90,208;91,459;91,873;88,479;90,028;90,743;88,761;90,353;85,462;87,990;85,989;91,296;88,940;86,691;83,341
X13 JDemetra+  kalender- und saisonbereinigt;2012;1. Quartal;89,943;90,540;90,161;92,792;89,810;87,962;85,952;92,957;89,839;90,862;92,589;91,426;88,580;92,203;91,647;84,873;90,482;86,307;88,477;86,402;92,956;89,575;85,772;80,879
X13 JDemetra+  kalender- und saisonbereinigt;2012;2. Quartal;92,250;92,988;92,081;96,451;91,856;90,397;90,409;93,680;92,333;93,754;95,503;96,399;91,495;95,637;91,412;90,669;94,566;87,530;90,445;89,143;93,135;90,978;89,456;86,294
X13 JDemetra+  kalender- und saisonbereinigt;2012;3. Quartal;92,000;92,253;91,656;96,757;91,333;88,012;90,111;94,177;92,166;92,759;94,210;93,998;89,068;90,086;95,329;91,899;93,514;87,931;91,370;91,331;94,085;91,232;91,070;85,101
X13 JDemetra+  kalender- und saisonbereinigt;2012;4. Quartal;93,270;93,212;92,186;98,446;91,844;91,360;92,498;93,787;93,792;94,079;94,201;95,740;93,246;94,644;95,433;94,873;94,099;90,168;93,400;92,638;95,464;92,730;95,582;91,926
X13 JDemetra+  kalender- und saisonbereinigt;2013;1. Quartal;92,225;92,365;92,934;101,220;92,823;88,706;90,918;94,404;91,885;91,889;93,260;93,041;89,092;92,599;95,137;91,543;87,894;90,470;91,879;90,059;94,624;93,860;92,394;83,806
X13 JDemetra+  kalender- und saisonbereinigt;2013;2. Quartal;92,915;92,714;92,686;102,068;92,731;89,093;90,001;93,254;93,026;92,740;93,960;93,837;89,816;93,229;94,636;94,339;90,037;90,934;93,407;93,246;95,263;93,961;95,830;86,589
X13 JDemetra+  kalender- und saisonbereinigt;2013;3. Quartal;92,098;91,912;92,683;101,338;92,950;86,723;89,961;92,767;91,817;91,267;92,798;91,926;87,281;89,430;92,935;90,507;89,155;91,796;92,551;92,115;94,899;93,206;92,511;85,868
X13 JDemetra+  kalender- und saisonbereinigt;2013;4. Quartal;93,443;93,260;93,469;103,142;93,584;89,889;92,827;93,399;93,432;93,088;94,109;93,645;91,455;93,866;94,633;92,493;90,573;92,245;93,891;93,740;95,446;94,119;94,878;89,381
X13 JDemetra+  kalender- und saisonbereinigt;2014;1. Quartal;93,752;93,764;94,093;98,361;94,254;88,872;93,318;94,507;93,589;93,490;93,180;92,026;91,733;97,502;96,354;91,546;92,127;92,023;93,720;92,762;95,966;94,041;94,076;89,931
X13 JDemetra+  kalender- und saisonbereinigt;2014;2. Quartal;94,866;94,832;94,824;101,333;95,231;89,054;94,632;93,911;94,886;94,837;93,419;93,415;95,459;95,933;98,250;94,220;96,259;92,707;94,948;94,841;96,019;94,887;94,265;93,318
X13 JDemetra+  kalender- und saisonbereinigt;2014;3. Quartal;95,365;95,137;95,067;100,890;95,276;92,355;94,404;94,508;95,507;95,194;94,823;92,944;95,129;96,504;97,249;95,191;96,257;93,036;95,925;96,180;97,120;95,512;96,467;93,672
X13 JDemetra+  kalender- und saisonbereinigt;2014;4. Quartal;96,038;95,829;95,531;102,473;95,637;93,780;96,169;95,012;96,279;96,076;95,413;93,927;96,364;98,155;97,279;94,987;97,990;93,512;96,548;97,206;97,886;95,457;94,922;95,886
X13 JDemetra+  kalender- und saisonbereinigt;2015;1. Quartal;96,626;96,600;96,746;107,532;96,488;97,930;95,519;97,432;96,568;96,476;95,642;95,080;95,089;98,664;96,738;97,786;98,123;94,985;96,689;96,872;97,275;95,987;100,433;96,114
X13 JDemetra+  kalender- und saisonbereinigt;2015;2. Quartal;97,589;97,671;97,796;107,861;97,939;97,000;97,428;96,840;97,489;97,566;96,116;96,137;98,398;100,576;98,180;92,997;99,891;96,096;97,385;98,028;97,514;96,722;101,689;96,203
X13 JDemetra+  kalender- und saisonbereinigt;2015;3. Quartal;98,098;98,135;97,918;108,555;97,902;99,913;96,367;97,231;98,184;98,315;96,922;96,263;97,236;101,080;98,010;96,724;101,394;97,270;98,009;97,647;98,762;97,564;101,280;97,899
X13 JDemetra+  kalender- und saisonbereinigt;2015;4. Quartal;98,595;98,545;98,304;108,541;98,296;100,348;95,756;97,726;98,733;98,746;97,024;96,936;98,799;102,150;98,494;96,799;101,210;98,358;98,714;99,240;99,092;97,466;102,208;99,772
X13 JDemetra+  kalender- und saisonbereinigt;2016;1. Quartal;99,581;99,629;99,310;100,266;99,394;99,279;100,272;98,699;99,707;99,889;99,661;100,751;98,386;99,475;100,023;101,040;100,291;99,506;99,463;99,291;98,800;98,988;103,641;102,049
X13 JDemetra+  kalender- und saisonbereinigt;2016;2. Quartal;99,006;98,888;99,157;100,797;99,165;99,464;97,904;99,146;98,935;98,668;98,525;99,661;100,328;98,739;97,117;97,958;98,967;98,575;99,294;98,957;99,341;99,718;97,983;98,994
X13 JDemetra+  kalender- und saisonbereinigt;2016;3. Quartal;100,674;100,813;100,397;100,255;100,364;100,908;100,459;100,444;100,804;101,152;101,714;100,557;100,871;101,044;101,213;100,418;101,027;100,866;100,336;99,878;100,712;99,765;103,372;102,036
X13 JDemetra+  kalender- und saisonbereinigt;2016;4. Quartal;100,739;100,670;101,136;98,682;101,077;100,349;101,364;101,712;100,553;100,290;100,100;99,031;100,415;100,742;101,646;100,584;99,715;101,052;100,906;101,873;101,147;101,530;95,005;96,922
X13 JDemetra+  kalender- und saisonbereinigt;2017;1. Quartal;102,065;102,239;101,780;102,010;101,484;100,127;101,213;103,780;102,196;102,608;101,635;100,269;102,853;101,898;100,716;102,107;105,955;104,397;101,640;102,300;97,614;102,742;105,683;103,157
X13 JDemetra+  kalender- und saisonbereinigt;2017;2. Quartal;102,267;102,396;102,180;101,286;101,892;99,672;104,400;103,965;102,307;102,569;101,490;99,784;103,451;101,782;101,382;103,079;105,604;104,413;101,953;102,952;99,543;102,782;102,425;100,984
X13 JDemetra+  kalender- und saisonbereinigt;2017;3. Quartal;103,031;103,475;102,943;102,647;102,535;100,527;103,444;105,564;103,071;103,902;103,705;100,232;103,909;103,612;101,962;100,967;106,525;106,694;101,952;101,900;100,123;102,670;103,560;102,863
X13 JDemetra+  kalender- und saisonbereinigt;2017;4. Quartal;103,248;103,616;104,055;101,663;103,547;100,756;106,872;107,141;102,875;103,262;102,783;99,804;105,170;102,272;102,814;103,711;104,249;106,766;102,353;102,305;99,874;104,512;100,023;100,053
X13 JDemetra+  kalender- und saisonbereinigt;2018;1. Quartal;105,317;105,628;105,269;102,776;104,813;102,333;105,213;108,432;105,338;105,915;104,366;102,003;107,851;104,944;103,576;106,652;109,075;110,610;104,561;105,147;102,975;105,091;106,679;103,583
X13 JDemetra+  kalender- und saisonbereinigt;2018;2. Quartal;105,260;105,833;105,923;101,612;105,607;101,865;104,517;108,910;104,957;105,762;104,603;102,312;109,667;104,923;102,637;106,108;108,607;109,434;103,875;103,722;102,682;105,246;103,420;101,497
X13 JDemetra+  kalender- und saisonbereinigt;2018;3. Quartal;106,811;107,078;106,448;103,953;105,838;103,529;108,607;110,071;106,976;107,580;106,823;102,835;109,137;105,983;105,021;106,507;109,791;114,230;106,163;106,522;104,785;107,304;106,852;103,246
X13 JDemetra+  kalender- und saisonbereinigt;2018;4. Quartal;106,180;106,395;106,381;104,290;105,821;102,020;107,829;110,180;106,087;106,407;105,285;101,658;109,503;104,546;104,693;111,360;107,374;113,216;105,654;106,460;103,632;107,437;102,931;101,387
X13 JDemetra+  kalender- und saisonbereinigt;2019;1. Quartal;107,642;108,191;107,638;104,253;107,162;104,666;107,650;110,942;107,643;108,633;107,008;103,455;110,566;109,713;107,271;104,433;110,060;116,292;106,314;106,120;104,271;108,068;108,781;103,344
X13 JDemetra+  kalender- und saisonbereinigt;2019;2. Quartal;109,426;109,580;108,607;106,646;107,810;106,991;110,259;112,933;109,801;110,358;108,872;103,831;112,020;109,753;109,342;107,217;113,666;116,934;109,051;109,629;108,194;110,276;110,327;103,523
X13 JDemetra+  kalender- und saisonbereinigt;2019;3. Quartal;109,990;110,403;110,384;103,784;110,357;105,889;108,795;112,111;109,809;110,419;109,007;104,026;112,662;111,510;109,004;106,278;111,978;118,462;108,987;109,068;108,580;110,072;110,963;104,248
X13 JDemetra+  kalender- und saisonbereinigt;2019;4. Quartal;109,439;109,646;109,021;103,921;108,121;105,951;111,406;114,221;109,630;110,146;108,603;104,357;113,145;108,641;110,449;108,889;110,689;119,650;108,935;109,250;108,208;110,761;108,639;101,809
X13 JDemetra+  kalender- und saisonbereinigt;2020;1. Quartal;112,291;111,572;109,995;115,358;109,201;110,904;110,969;113,569;113,336;112,833;112,076;108,853;113,129;112,595;112,307;111,477;114,017;117,821;113,980;114,128;110,344;114,926;123,273;115,206
X13 JDemetra+  kalender- und saisonbereinigt;2020;2. Quartal;112,692;111,572;108,794;113,211;107,800;109,897;111,115;113,164;114,465;113,795;115,785;107,904;116,646;111,159;112,136;111,686;115,183;116,074;115,331;113,066;109,581;117,991;128,497;120,334
X13 JDemetra+  kalender- und saisonbereinigt;2020;3. Quartal;115,339;114,822;113,782;118,604;113,436;111,881;112,947;116,039;116,047;115,654;116,205;107,981;117,150;114,586;114,042;113,655;118,354;119,985;116,546;114,390;112,300;118,429;132,820;119,742
X13 JDemetra+  kalender- und saisonbereinigt;2020;4. Quartal;112,391;111,464;109,537;117,189;108,666;110,310;110,460;113,469;113,689;113,005;114,164;107,386;118,618;109,988;112,209;112,756;113,042;117,577;114,573;112,177;110,772;115,205;137,773;120,539
X13 JDemetra+  kalender- und saisonbereinigt;2021;1. Quartal;112,419;111,203;109,947;119,025;108,594;106,748;112,428;116,691;113,546;112,218;112,391;107,325;115,815;110,769;111,431;114,255;112,099;117,430;115,280;112,654;109,797;116,835;142,023;121,023
X13 JDemetra+  kalender- und saisonbereinigt;2021;2. Quartal;112,949;111,595;108,264;118,328;106,301;108,036;114,169;116,555;115,059;114,232;116,763;108,182;118,315;113,094;110,964;113,690;113,964;117,404;116,131;113,626;110,642;118,548;135,685;120,075
X13 JDemetra+  kalender- und saisonbereinigt;2021;3. Quartal;117,834;117,207;115,779;122,306;114,560;111,768;117,182;122,358;118,776;118,359;118,950;111,967;120,460;116,910;117,724;115,569;119,398;123,784;119,306;117,298;115,016;121,427;130,824;122,778
X13 JDemetra+  kalender- und saisonbereinigt;2021;4. Quartal;116,931;116,032;113,836;124,756;112,392;112,020;115,939;120,689;118,336;117,784;118,780;112,341;123,228;114,154;117,577;117,069;117,593;123,789;119,044;117,719;115,105;120,180;131,311;123,678
X13 JDemetra+  kalender- und saisonbereinigt;2022;1. Quartal;117,639;116,986;116,124;135,208;114,051;111,558;119,013;126,191;118,346;117,703;116,216;112,576;121,647;115,315;119,791;116,789;118,570;124,771;119,175;118,053;112,897;121,231;131,691;124,747
X13 JDemetra+  kalender- und saisonbereinigt;2022;2. Quartal;120,674;120,873;116,386;145,656;113,905;119,000;124,088;125,620;122,606;124,402;124,239;112,822;130,653;120,176;122,890;123,147;130,819;129,206;120,213;115,402;111,268;126,551;133,641;124,080
X13 JDemetra+  kalender- und saisonbereinigt;2022;3. Quartal;120,867;120,834;117,103;138,680;114,755;116,491;122,180;127,104;122,568;123,778;122,309;114,650;135,996;120,234;120,868;123,667;127,446;132,972;120,949;114,645;111,408;127,913;136,438;127,595
X13 JDemetra+  kalender- und saisonbereinigt;2022;4. Quartal;124,246;124,462;119,081;145,458;116,089;117,844;125,686;131,847;126,567;128,686;128,585;117,576;144,652;119,477;124,469;122,219;135,173;140,031;123,748;117,387;117,106;129,411;140,785;128,756
__________
"1. Quartal 2022:
Bei dem Methodenwechsel (bedingt durch die Umstellung der
Datenbasis für die Verdienstentwicklung) zum 1. Quartal
2022 ist ein Einfluss auf den Ergebnisausweis nicht
auszuschließen und kann zu einem gewissen methodenbedingten
Bruch in der Zeitreihe führen."
© Statistisches Bundesamt (Destatis), 2023
Stand: 03.05.2023 / 18:14:55
